text,label,palavras tóxicas,palavras não tóxicas,palavras neutras,contagem tóxica,contagem não tóxica,contagem neutras,contagem de palavras,contagem de letras
"No aniversrio de 70 anos do clssico feminista ""O segundo sexo"", de Simone de Beauvoir, duas das vozes mais originais do debate sobre gnero, Paul B. Preciado e Virginie Despentes, comentam o legado da filsofa francesa na serrote 32",0,1,1,1,24,39,24,39,230
momento puta que pariu da semana !,0,1,1,1,7,7,7,7,34
meninas jogaram mt pqp,0,1,1,1,4,4,4,4,22
t to difcil,0,1,1,1,3,3,3,3,11
eu nunca mais vou beber tanto igual ontem puta que pariu que raiva,0,1,1,1,13,13,13,13,66
"pai do cu,  livrai-nos do mural!!!!",0,1,1,1,4,5,4,6,35
eu sou muito fudida caralho,0,1,1,1,5,5,5,5,27
q luta se maquiar no carro pqp,0,1,1,1,6,7,6,7,30
"breno sempre copia meu capito no cartola, namoro txico do caralho",1,1,1,1,10,9,9,11,65
"6. E o mais triste,  pra minha tia que finalmente entendeu o conceito de milhas, tava toda feliz que a passear mais barateza entao no queria largar mo MAS PORRA  fortalece pq mds",0,1,1,1,29,33,29,33,178
gente pqp hoje eu descobri que as notificaes tem o boto de ver mais,0,1,1,1,14,14,14,14,67
5hrinhas ausente e tudo vai pra puta que pariu,1,1,1,1,8,7,7,9,46
"Achei que isto no tinha nada a ver com poltica e sim com a verdade,hahahahah coloca o Putin, maduro, fica aparelho mpar o PT quer revanchismo. Ns somos mais inteligente abre paga a famlia dos militares que foram vtimas. De igual para igual. Ponto vira a pgina.",0,1,1,1,36,46,36,47,260
"Minha me t puta CMG pq dormi fora de casa se avisar nada 
Virei pra ela e falei 

""Morde as costas comdia, se Deus  por ns quem for contra t fudido"" kkkkkkkkk",1,1,1,1,32,27,27,32,158
"eu amo muito meus amigos,  isso",0,1,1,1,6,6,6,6,31
"melhor notcia de hoje foi que exo-sc ganhou seu primeiro win mesmo com toda a tentativa falha de boicote da parte de ""f""...  o que eu digo acima do exo s o exo os refescos so timos kkk",0,1,1,1,28,38,28,38,184
"m se eu no quero me meter na relao, mas no vale a pena dar moral pra vacilo",0,1,1,1,17,18,17,18,75
a pior coisa  se despedir de quem ainda est vivo,0,1,1,1,9,10,9,10,48
"pergunta  idiota...
claro  q estamos com moro,deltan e a lava-jato
e o sr de q lado est ????",1,1,1,1,18,16,16,18,92
talvez no seja sangue e sim porra (fica a reflexo),1,1,1,1,9,8,8,10,50
quer meda a buceta s por que to de pistola,1,1,1,1,9,8,7,10,42
vdeos que eu amo assistir na internet: racistas apanhando feio em qualquer regio do planeta,1,1,1,1,15,13,13,15,91
era s o que me faltava agora as mame tem que ficar monitorando relacionamento de filho burro velho,1,1,1,1,18,16,16,18,98
s no to entendo esse tanto de curtida nesse twitter ridculo dela,1,1,1,1,12,12,12,12,64
"vergonha de todo lado meu amigo, essa imprensa ridcula ,como se no bastasse, vem esse idiota da oab",1,1,1,1,18,16,16,18,99
agonia do caralho kkkk,1,1,1,1,4,4,4,4,22
"Message to:

1. no tenho
2. hm kk bjs
3. espero que vc me faa bem
4. amo vcs
5. oi me conta vai que rola algo
6. me beija
7. te amo 
8. vai se fuder seu corno
9. linda te amoo 
10. tchauzinho

Drop an emoji for the questions!",1,1,1,1,49,47,47,51,225
"Fltame moito para chegar a ter fillos, pero as historias que xiran arredor desta temtica introducen reflexins e inquedanzas sobre as limitacins da esfera domstica, a metamorfose do corpo e o cambio nas relacins interpersoais (+)",0,1,1,1,18,34,18,36,228
grande dia. menos um pra ficar falsiano nmeros e atrapalhando o desenvolvinento do pas,0,1,1,1,9,14,9,14,86
"Sim. Mal mas jogou. A posio dele  lateral direita.  la q faz bem, e l q se destacou. Acho um IMBECILIDADE o clube focar suas duas maiores e inditas contrataes em uma s posio. Iss  idiota em tantos nveis q nem cabe aqui",0,1,1,1,34,42,34,43,218
essa porra no  gria pra voc falar pra qualquer um!,1,1,1,1,9,9,8,10,50
foda que ela  linda e eu apenas sulista danando brega funk,0,1,1,1,11,11,11,11,58
"o objetivo desse texto no  mudar a opinio formada sobre mim de ningum, e sim deixar claro que eu no sou satisfeito com quem eu sou, mas prometo me esforar bastante pra melhorar.

obrigado pela ateno, espero ter ajudado algum em conflito interno com isso.",0,1,1,1,39,45,39,45,254
kakakaka pqp,1,1,1,1,1,2,1,2,12
Um provrbio japons afirma que o ser humano possui 3 faces. A primeira  aquela que mostramos para o mundo. A segunda  aquela que mostramos para os amigos e famlia. A terceira no mostramos a ningum.  o verdadeiro reflexo de quem somos. Concorda?,0,1,1,1,33,41,33,42,243
para um idiota que conta os dias para eleger o ciro! to no lucro,1,1,1,1,14,12,12,14,64
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk aaaaaah pqp mermo t de sacanagem,0,1,1,1,5,6,5,7,76
isto est aborrecido para caralho,0,1,1,1,4,5,4,5,32
"boua vagabundo, 
ou 
good vagabond como ce diz na inglatera

lov &lt;3",1,1,1,1,10,8,7,12,70
arrumar conta  coisa de boiola !,1,1,1,1,6,6,6,6,32
o hacker no apareceu no starbucks e agora no vir mesmo. #hackertapresobabaca,0,1,1,1,10,11,10,12,76
"na moral,sol a semana todaaaaa,a chega na minha folga o tempo fica esse cu,a q odio",1,1,1,1,16,13,13,16,83
Voc sabe se existe diferena entre um relatrio financeiro do COAF e um inqurito policial ? Parece que no,0,1,1,1,17,19,17,19,103
"s reclama, vai se fuder",1,1,1,1,5,4,4,5,23
"eu to puto, pq no era nem p ter sido preso",0,1,1,1,11,11,11,11,42
"a gente tenta ser de boa mas no d sabe
qnd tu vai emprestar algo tu empresta na maior boa vontade, a quando chega na hora da pessoa te devolver, meu deus n, um empenho tomar no cu",1,1,1,1,38,34,34,38,179
vai me beijar quando filha da puta,1,1,1,1,7,7,7,7,34
ento agr no pode mais gostar de raa negra pq eh moda?  q vocs sabem os gostos musicais de todo mundo n.. vo toma no cu,1,1,1,1,26,24,24,26,118
"Queria foder com  desse jeito
#SINDICATODOSDIVULGADORES",1,1,1,1,6,6,6,6,55
vai comer o beb tambm?,1,1,1,1,4,5,4,5,22
clula faz da casa lugar de vida,0,1,1,1,6,6,6,7,31
ganhamo porra isso aqui  brasil rumo a tokio,0,1,1,1,6,6,6,8,44
seu jeito exagerado que eu gostava,0,1,1,1,6,6,6,6,34
"Estou Fabiano. INTEGRIDADE, CARATER, HONRA, ETICA e DIGNIDADE ou se tem ou nao se tem. Nada  capaz de mudar. E nosso Capitao Bolsonaro ficou em meio a corja LADRA por quase 30 anos em BSB... e nao se corrompeu.",1,1,1,1,38,28,28,39,210
"eu que sofro por ser feia assim 
amoo meu namorado mesmo",0,1,1,1,11,11,11,11,56
eu t chorando,0,1,1,1,3,3,3,3,13
tenho amigo fei no pqp,0,1,1,1,5,5,5,5,22
[3/8 12:35] : se ela no fosse to feia e vc to bonita eu ia dizer que so parecidas,1,1,1,1,18,17,17,19,81
que jornalismo bizarro esse da globo. que matria ridcula essa do gato agora no jornal hoje.,1,1,1,1,16,15,15,16,91
"ele estava no auge da depresso quando comeu a tinta amarela, isso no trouxe nenhuma felicidade para ele. alm de que o cara realmente era louco, ele cortou a prpria orelha.

van gogh realmente era doente, louco.

tapa na cara  o krl vai estudar antes de falar merda.",1,1,1,1,48,46,46,48,265
"abarrotado b) os banheiros tavam com uma fila horrivel c)a gente fez uma contagem de cerveja com um publico x (que acabou tambem e tivemos que buscar mais). Se deixar x entrar, y vai querer tambem, e depois z e etc e a galera tava PUTA, tinha gente que tava gritando com a gente",1,1,1,1,53,46,46,54,278
puts  sempre bom olhar a traduo da tag antes de soltar uma gafe dessas,0,1,1,1,12,14,12,14,70
bom dia flor do dia,0,1,1,1,5,5,5,5,19
"n sei se sao os traidores, mas q eles traram a jude eles traram, entao em parte eu estou certa",0,1,1,1,17,20,17,20,94
a ti que te parece ?,0,1,1,1,6,6,6,6,20
teu cu,1,1,1,1,2,2,2,2,6
est comprovadissimo que o carioca da gema no sente frio t fazendo 20 e eu estou com 3 casacos,0,1,1,1,16,18,16,19,93
mano sla parece que a vida de todo mundo mudou muito e mto rpido tbm e eu fiquei parada no tempo  ???,0,1,1,1,21,22,21,22,101
"provavelmente o prprio pai dele sai disseminando dio por ai e ensinando o filho os mesmo passos, que tristeza",1,1,1,1,19,16,16,19,109
"queria hitar assim com meus desenhos tb pora 

sigam meu insta de artista porfavor caraio",1,1,1,1,15,12,12,15,89
"caralho mano, tanta hora pra vir cliente e vem na hora q chego, ou na hora q t fazendo algo importante tmnc",1,1,1,1,22,21,21,22,107
torpedo russo na red burro pra ontem,1,1,1,1,6,6,6,7,36
"Ento quer dizer que o Bolsonaro no  bem vindo  Bahia, bem vindo mesmo  o Governador, a populao sabe o que tem.",0,1,1,1,20,20,19,21,110
"Sai da retardada! Isso  uma ofensa ao povo brasileiro que votou em Bolsonaro, ele foi eleito pela maioria, e foi uma Vitria esmagadora em cima de vocs! Ridcula! Aceite que di menos, j t feio isso. Demncia!",1,1,1,1,36,29,29,37,205
quando vejo a bunda dela dando bobeira,1,1,1,1,7,7,7,7,38
novas,0,1,0,0,1,0,0,1,5
"quando tua me t puta com tu, ela chama teu nome completo ou no? #mpn #nowunited #uniters",0,1,1,1,17,17,17,17,88
"eu fico sorrindo boba pra esse video, no aguento",1,1,1,1,9,7,7,9,48
"a velho puta q pariu quando eu acho q para de aparecer a ****** no meu feed, ela ressurge das cinzas

EU NAO AGUENTO MAIS VER ESSA PODRIDO DE PESSOA NA MINHA TL ELA  UM LIXO E VCS FICA AI LAMBENDO O CU DELA PORRA MEU DEUS",1,1,1,1,47,35,35,47,221
kkkkkk eu to puta,1,1,1,1,4,4,4,4,17
vc v a vaca ir pro brejo quando a torcida grita eu acredito. #voleinaglobo,0,1,1,1,12,14,12,14,74
que enjoo pqp,1,1,1,1,3,2,2,3,13
"Tcnico frouxo, fraco, fudido. Mesmo com esse time de merda do vitria, dava pra ter voltado com 6 pontos. Culpa de PC que inventou esse Loss como treinador de futebol",1,1,1,1,29,20,20,30,165
"sapato  foda, no pode beber que vai atrs das ex eu hein",1,1,1,1,12,12,12,12,55
"tenho um novo filme preferido, puta q paril eu nunca chorei tanto num filme",1,1,1,1,14,13,13,14,75
o jinyoung lendo a carta da me do seunghun pq o seunghun ta chorando demais pra ler mas a o baejin comea a chorar tambm vai se foder,1,1,1,1,28,24,24,28,132
"Medalhista n kkkk 
Tem mais experincia

Porm eu gostei dessa mudana , o Roberto saturava muito a Roberto e sempre que a macris entrava dava mais ritmo no jogo 

E agr macris titular e s sucess",0,1,1,1,31,34,31,36,192
briga feia so dois doutores em edio!!!  como saber!!!,0,1,1,1,6,8,6,9,53
vai te fuder meu amigo,1,1,1,1,5,5,5,5,22
acha bonito ser feio,0,1,1,1,4,4,4,4,20
"cacete mano, quando q vou ter alguem em",0,1,1,1,8,8,8,8,39
"acordei 1hr e ainda estou com sono,pqp",1,1,1,1,6,6,6,7,38
"Eu tenho q entrar no app do meu banco pra ver se meu carto novo chegou, mas quem disse que tenho coragem, l eu vou ver quanto eu to devendo no banco. E quero evitar",0,1,1,1,32,35,32,35,164
meu irmo pra mim: irm oque o boi apaixonado disse pra vaca??.. Ai eu: no sei oq??. - Te a-muuuuuuuu... Kkkkkkkkkkkkkkk esse grt e demais,0,1,1,1,19,25,19,25,136
"Ricardo: nossa nem te reconheci, t to diferente do q o casamento
Meu pai: essa  a realidade de todos os dias, s susto ne? 

Gente, ele nao pode perde a oportunidade de me humilhar pqp",0,1,1,1,31,34,31,35,183
caralho vai rolar muito hoje vsf,1,1,1,1,6,6,6,6,32
qual o maior periodo de tempo q vc ja ficou acordada?  talvez 23 horas ???,0,1,1,1,12,15,12,15,74
que isso agora que parei p pensar que esse pode ser meu ultimo fds com meu carro,0,1,1,1,17,17,17,17,80
"insuficiente  o caralho, eu sou incrvel, lindo e gostoso",1,1,1,1,8,9,8,9,56
eu fico estressada vendo o quanto o governo bolsonaro  burro,1,1,1,1,10,10,10,10,60
"mas a ele foi: moderno, ousado e viado!!!",1,1,1,1,7,4,4,8,41
pensa alguem bota o pinto ai que loco,1,1,1,1,8,8,8,8,37
aeeeeee caralho,1,1,1,1,1,1,1,2,15
"s vezes queremos que Deus mude as coisas e resolva nossos problemas, mas no queremos conversar com Ele sobre, achamos que Deus tem que fazer simplesmente porque  Pai e sabe da nossa necessidade. Deus quer que nos relacionamos com Ele, nos acheguemos, Ele sente saudade.",0,1,1,1,37,44,37,45,269
sai cristo fdp,1,1,1,1,3,3,3,3,14
passei de manh e ele ainda estava la kkkkkkk pqp,0,1,1,1,10,10,10,10,48
t um friozinho de puta gostoso,1,1,1,1,6,6,6,6,30
AE PORRA,1,1,1,1,1,2,1,2,8
tenha uma chefa q te mande figurinhas do lula fazendo corao com as mos,0,1,1,1,13,14,13,14,70
10 reais de frete? eu vou pegar andando essa porra kkkkkk,0,1,1,1,10,11,10,11,57
"Coitado desse gringo criminoso, vai ficar esperando criminoso maldito, que o Deltan vai ser afastado,  vc e o covil de criminosos que est no STF que vai pagar pelos crimes cometidos, ningum est acima da lei criminoso dos infernos.",1,1,1,1,37,30,30,39,230
"Assim como o governador Rui Costa (PT-BA), Paloma Rocha, uma das filhas de Glauber Rocha, cancelou participao na inaugurao do aeroporto a obra leva o nome do cineasta. (Folha)",0,1,1,1,19,28,19,29,175
qnd eu vou p vsl kkkk,0,1,1,1,5,6,5,6,21
a gripe me achou pqp,1,1,1,1,5,5,5,5,20
vai tomar no cu t surtando com esse jogo,1,1,1,1,9,9,9,9,40
toda vez q esse video passa na minha tl eu sou obrigada a ver inteiro e eu comeco a rir sempre,0,1,1,1,20,21,20,21,94
"[] ASTRO AU BinWoo []

 Moonbin  mandado para a casa de campo da famlia no interior, longe das farras e confuses. Tudo era um tdio, exceto pelo rapaz que trabalhava para a famlia, Dongmin, que acabou lhe chamando a ateno. 

#ASTRO # #Binwoo #Binu # #",0,1,1,1,31,46,31,46,250
"o bglh  andar com uma faca, faz um bglh desses j passa a faca no pescoo",1,1,1,1,16,15,15,16,71
abandonei moon lovers drama ruim do caralho,1,1,1,1,6,4,4,7,43
pode nem chamar o irmo de viado que ele ja quer me bater kkkkkk,1,1,1,1,14,14,14,14,63
"eu sou: 

  gay 
  htero 
  bi
  muito feio",0,1,1,1,7,7,7,7,43
s vdds de jesus,0,1,1,1,3,4,3,4,15
"SPORT 

  O Bara tem uma oferta oficial por Philippe Coutinho na mesa. 

  O jogador est ciente disso.

   'Coutinho' gostaria de regressar  Premier League.",0,1,1,1,13,21,13,23,156
dormi demais pqp,1,1,1,1,3,3,3,3,16
zoia o preo do lanche pqp,0,1,1,1,5,5,5,6,25
prove sua inteligncia: me diga onde foi que o socialismo e o comunismo deram certo? ...,0,1,1,1,12,15,12,16,87
cone caralho,1,1,1,1,2,2,2,2,12
"eu sou fraca pela solar, caralho ploooooocccccc",0,1,1,1,5,6,5,7,47
kkkkkkkk se passou feia,1,1,1,1,4,4,4,4,23
como se fosse possvel a cada dia eu fico mais feia,0,1,1,1,11,11,11,11,50
"bota lona, agita essa porra kkkkkkkkkkkkkkkkkk vocs so demais",1,1,1,1,9,7,7,9,61
mano eu tenho ingls depois do horrio agora t muito puto,0,1,1,1,11,11,11,11,55
"Aumentar o efetivo da #Susepe  primordial diante  beira de um caos na segurana pblica! BMs ao invs de estar cuidando da segurana da populao, fazendo custdia de presos em viaturas!",0,1,1,1,21,28,21,30,179
comam lixo e bebam lcool crianas oq mata  o amor,0,1,1,1,8,10,8,10,48
Vai poder refinanciar os contratos de veculos? Contratos com mais de um a o de inadimplncia? Poder refinanciar para ter crdito novamente?,0,1,1,1,14,21,14,22,137
"Curly Lambeau d nome ao estdio da franquia Green Bay Packers! E no episdio histrico dessa semana, viemos contar um pouco sobre ele! Aperta o Play e vem com a gente!



Spotify:


#Packers
#GoPackGo",0,1,1,1,21,32,21,34,197
vcs no tem me no porra ?,1,1,1,1,7,7,7,7,24
como voces conseguem tomar skol pqp  fraca demais,0,1,1,1,7,8,7,8,49
"caralho, vamo pra tquio porra #voleinaglobo",1,1,1,1,6,6,6,6,43
tem que degolar  o #stfvergonhanacional,0,1,1,1,4,5,4,5,39
embalados e emocionadas   lixo !,1,1,1,1,4,3,3,5,32
"vc deve estar com uma dor de cotovelo tremenda hein seu babaca kkkkk
brasil acima de tudo e deus acima todos #bolsonaro2022",1,1,1,1,21,21,21,22,123
kkkkkk melhor post q ja vi na vida,0,1,1,1,8,8,8,8,34
"uma voz dentro de mim ta gritando vai  idiota 
a outra voz diz calma minha fia no se afoba no",0,1,1,1,19,20,19,20,93
t fazendo diagnose p entrar,0,1,1,1,4,5,4,5,27
t quase falando pro meu amigo esquecer do corre e enfiar a minha parte no cu,1,1,1,1,16,16,16,16,76
n sabia q eu podia fcr tao triste c um bagulho tao idiota mas crl eu to mt puta e mt triste c isso,1,1,1,1,24,24,24,24,98
"pior na padaria, quando o po t quentinho e a fila no anda. voc fica esperando enquanto o po esfria.",0,1,1,1,17,19,17,20,99
prioridades n kkkkkk,0,1,1,1,2,2,2,3,20
porra t passando mal p crlh que saco,1,1,1,1,8,8,8,8,36
hj ta sendo um puta teste de pacincia,0,1,1,1,7,8,7,8,37
rindo demais da joyce me contando que quase mandou o osrio tomar no cu kkkkkkk lembrei logo da jozi e da camila,1,1,1,1,22,20,20,22,111
"meu Deus, se eu fosse blogueira queria fazer parcerias s com duas empresas: Farfetch e Drogarias So Paulo. seria surra de bolsas e dermocosmticos.",0,1,1,1,17,23,17,24,146
carregado de bebida e fumo para logo,0,1,1,1,6,6,6,7,36
digo que eu s tomo no cu kkkkkkkkkk,1,1,1,1,8,8,8,8,35
pelo menos comeu. eu at agora nada de nada,0,1,1,1,8,9,8,9,42
"quando ramos crianas, chorvamos bem alto para chamar a ateno. hoje, choramos bem baixinho para no ter que explicar",0,1,1,1,15,19,15,19,114
dodge  enquadra o supremo.e coloca  mordaa no supremo.,0,1,1,1,4,8,4,8,54
aposto que  coisa de carioca ou de paulista pq porra s a gente pra fazer essas merdas,1,1,1,1,17,17,17,17,85
quem curtir voc manda ppp na dm?!  ningum vai curtir mas ok,0,1,1,1,11,12,11,12,59
tem razo! na prxima pego um  print e apago o arroba dele.,0,1,1,1,10,12,10,12,57
kkkkkkkkkk vtnc q diabeisso,1,1,1,1,3,3,3,4,27
"nao sei oq ele disse da balada e das minas p mim, eu falei assim ""eu sou uma mina sou melhor que vc e vc vai me respeitar, agora abaixa a sua mo pra falar comigo, vc vai falar comigo assim com a mo abaixada ok?"" kkkkk ele ficou pianinho pqp o auge",0,1,1,1,49,53,49,53,247
quem foi a maior contratao do futebol brasileiro?,0,1,1,1,7,7,7,8,49
falta de buceta,1,1,1,1,3,2,2,3,15
mt escroto kk,1,1,1,1,3,3,3,3,13
"cpi em tudo quanto for rgo pblico que deu prejuzo nesse pas! algum ganhou com isso!
o povo  que no foi!",0,1,1,1,17,19,17,21,103
"Quando conhecemos a verdade (Jesus)verdadeiramente. No h situaes, pessoas, engano . Nada pode me separar do amor que encontrei em Jesus . E conhecero a verdade, e a verdade os libertar.
(Joo, 8,32)  Uma vez liberto no volto mais pra escravido.",0,1,1,1,31,40,31,41,243
imagina essa porra toda na sua cara ?comentem qual  o proximo vdeo que vocs querem que eu faa rtrtrt,1,1,1,1,18,17,17,19,100
"A unica diferena  que no lugar dos beijinho   ""SAAAAI DAQUI GABRIEL QUE CARALHO NO DA PRA FAZE NADA VAZAAA NO VE QUE TO COM UMA FACA NA MO NO PENSA QUE POSSO ME CORTAAA""",0,1,1,1,25,33,25,34,169
"ai pqp o professor que vai lecionar esse semestre me intimida 

muito",1,1,1,1,12,10,10,12,69
porra pega essa megaaaaa resenha da lari,0,1,1,1,5,6,5,7,40
enchi o cu de suco de maracuj e agr vou dormir,1,1,1,1,11,9,9,11,46
"j era assim, isso no  formato suo nem a pau kkkkkkkk",0,1,1,1,9,11,9,11,52
to to triste  ser que algum poderia me levar  pra um show do jack &amp; jack?,0,1,1,1,15,15,15,16,77
"porra, ser que no vai ter mais calourada?",0,1,1,1,7,7,7,8,41
que aflio da porra,0,1,1,1,4,4,4,4,18
voc  linda demais mano que inferno,0,1,1,1,6,6,6,6,34
amei kkkkkkkk,0,1,1,1,2,2,2,2,13
que tabaco da porra,1,1,1,1,4,4,4,4,19
sim fdp,1,1,1,1,2,2,2,2,7
sabe qual  o pior disso tudo eu no pode contar pros meus amigos pq vai ficar do meu lado e pensar que ela que  a vil mais no,0,1,1,1,27,28,27,28,124
"Pessoal da bancada FOX vcs de fato so mto. Dois os mesmos...minha opinio...tambm descansados alguns para esse confronto com o Bahia...forte abrao a todos...

Obs: Benja...vc  mto doido...tamo junto!",0,1,1,1,18,27,18,29,198
"blz

essa piada foi boa",0,1,1,1,5,5,5,5,23
O que vc sugere agora? A arma que temos  o voto ( j eras). Impeachment s se beneficiar o congresso ( j eras). Brasileiro que no est satisfeito no sabe o que fazer. Fomos engolidos at a outra eleio.,0,1,1,1,29,38,29,39,197
"olha eu at vou, porm se me chamar pra encher o cu de lcool num bar ou na casa de algum, sou a primeira a chegar",1,1,1,1,26,26,26,26,111
